PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Florida,2019,33,X,0.458781,X,X,X,X,X,X,64,54,13950
States,Illinois,2019,33,X,0.476331,X,X,X,X,X,X,161,75,33800
States,Massachusetts,2019,33,X,0.529734,X,X,X,X,X,X,230,42,43418
States,New Jersey,2019,33,X,1.54265,X,X,X,X,X,X,493,42,31958
States,New York,2019,33,X,0.487924,X,X,X,X,X,X,279,124,57181
States,Texas,2019,33,X,0.879297,X,X,X,X,X,X,198,89,22518
States,Washington,2019,33,X,0.075358,X,X,X,X,X,X,3,19,3981
States,California,2019,34,X,0.785307,X,X,X,X,X,X,310,72,39475
States,Florida,2019,34,X,0.683247,X,X,X,X,X,X,100,53,14636
States,Illinois,2019,34,X,0.455941,X,X,X,X,X,X,150,73,32899
States,Massachusetts,2019,34,X,0.593704,X,X,X,X,X,X,258,43,43456
States,New Jersey,2019,34,X,1.56624,X,X,X,X,X,X,497,43,31732
States,New York,2019,34,X,0.492445,X,X,X,X,X,X,278,124,56453
States,Texas,2019,34,X,1.26906,X,X,X,X,X,X,298,92,23482
States,Washington,2019,34,X,0.374614,X,X,X,X,X,X,17,19,4538
States,California,2019,35,X,1.00916,X,X,X,X,X,X,413,70,40925
States,Florida,2019,35,X,0.892133,X,X,X,X,X,X,143,52,16029
States,Illinois,2019,35,X,0.509933,X,X,X,X,X,X,192,71,37652
States,Massachusetts,2019,35,X,0.704496,X,X,X,X,X,X,312,42,44287
States,New Jersey,2019,35,X,1.45313,X,X,X,X,X,X,453,43,31174
States,New York,2019,35,X,0.51099,X,X,X,X,X,X,282,124,55187
States,Texas,2019,35,X,1.84147,X,X,X,X,X,X,450,94,24437
States,Washington,2019,35,X,0.0886328,X,X,X,X,X,X,4,19,4513
States,California,2019,36,X,1.01946,X,X,X,X,X,X,385,73,37765
States,Florida,2019,36,X,1.24546,X,X,X,X,X,X,161,53,12927
States,Illinois,2019,36,X,0.777949,X,X,X,X,X,X,243,70,31236
States,Massachusetts,2019,36,X,0.782638,X,X,X,X,X,X,326,45,41654
States,New Jersey,2019,36,X,1.40359,X,X,X,X,X,X,443,42,31562
States,New York,2019,36,X,0.53943,X,X,X,X,X,X,302,125,55985
States,Texas,2019,36,X,1.95441,X,X,X,X,X,X,451,93,23076
States,Washington,2019,36,X,0.173498,X,X,X,X,X,X,8,19,4611
States,California,2019,37,X,1.11862,X,X,X,X,X,X,480,78,42910
States,Florida,2019,37,X,1.14615,X,X,X,X,X,X,177,55,15443
States,Illinois,2019,37,X,1.03505,X,X,X,X,X,X,360,71,34781
States,Massachusetts,2019,37,X,0.816449,X,X,X,X,X,X,380,45,46543
States,New Jersey,2019,37,X,1.74374,X,X,X,X,X,X,589,43,33778
States,New York,2019,37,X,0.717335,X,X,X,X,X,X,415,124,57853
States,Texas,2019,37,X,2.14706,X,X,X,X,X,X,544,93,25337
States,Washington,2019,37,X,0.274958,X,X,X,X,X,X,13,15,4728
States,California,2019,38,X,1.14106,X,X,X,X,X,X,480,78,42066
States,Florida,2019,38,X,0.980008,X,X,X,X,X,X,150,50,15306
States,Illinois,2019,38,X,0.805274,X,X,X,X,X,X,331,74,41104
States,Massachusetts,2019,38,X,0.909492,X,X,X,X,X,X,433,46,47609
States,New Jersey,2019,38,X,1.99469,X,X,X,X,X,X,684,44,34291
States,New York,2019,38,X,0.853393,X,X,X,X,X,X,502,125,58824
States,Texas,2019,38,X,1.84213,X,X,X,X,X,X,386,78,20954
States,Washington,2019,38,X,0,X,X,X,X,X,X,0,15,1399
States,California,2019,39,X,1.13509,X,X,X,X,X,X,485,78,42728
States,Florida,2019,39,X,0.849858,X,X,X,X,X,X,135,53,15885
States,Illinois,2019,39,X,1.05733,X,X,X,X,X,X,334,68,31589
States,Massachusetts,2019,39,X,0.993745,X,X,X,X,X,X,483,46,48604
States,New Jersey,2019,39,X,2.17925,X,X,X,X,X,X,754,43,34599
States,New York,2019,39,X,0.952203,X,X,X,X,X,X,561,124,58916
States,Texas,2019,39,X,2.07264,X,X,X,X,X,X,521,92,25137
States,Washington,2019,39,X,0.489967,X,X,X,X,X,X,21,7,4286
States,California,2019,40,X,1.36062,X,X,X,X,X,X,770,119,56592
States,Florida,2019,40,X,1.55117,X,X,X,X,X,X,92,19,5931
States,Illinois,2019,40,X,1.41375,X,X,X,X,X,X,1153,180,81556
States,Massachusetts,2019,40,X,0.934375,X,X,X,X,X,X,555,72,59398
States,New Jersey,2019,40,X,2.00734,X,X,X,X,X,X,667,41,33228
States,New York,2019,40,X,0.883474,X,X,X,X,X,X,517,130,58519
States,Texas,2019,40,X,2.1399,X,X,X,X,X,X,640,115,29908
States,Washington,2019,40,X,0.968318,X,X,X,X,X,X,206,45,21274
States,California,2019,41,X,1.51557,X,X,X,X,X,X,830,115,54765
States,Florida,2019,41,X,1.43089,X,X,X,X,X,X,88,19,6150
States,Illinois,2019,41,X,1.63321,X,X,X,X,X,X,1153,177,70597
States,Massachusetts,2019,41,X,1.0167,X,X,X,X,X,X,599,73,58916
States,New Jersey,2019,41,X,2.03954,X,X,X,X,X,X,653,41,32017
States,New York,2019,41,X,1.00583,X,X,X,X,X,X,587,135,58360
States,Texas,2019,41,X,2.54297,X,X,X,X,X,X,759,116,29847
States,Washington,2019,41,X,1.20809,X,X,X,X,X,X,258,53,21356
States,California,2019,42,X,1.63204,X,X,X,X,X,X,898,119,55023
States,Florida,2019,42,X,1.64397,X,X,X,X,X,X,99,19,6022
States,Illinois,2019,42,X,1.744,X,X,X,X,X,X,1340,178,76835
States,Massachusetts,2019,42,X,1.05407,X,X,X,X,X,X,632,78,59958
States,New Jersey,2019,42,X,2.56547,X,X,X,X,X,X,819,41,31924
States,New York,2019,42,X,1.09797,X,X,X,X,X,X,622,136,56650
States,Texas,2019,42,X,2.55285,X,X,X,X,X,X,768,119,30084
States,Washington,2019,42,X,1.32254,X,X,X,X,X,X,286,52,21625
States,California,2019,43,X,1.73687,X,X,X,X,X,X,988,117,56884
States,Florida,2019,43,X,1.53637,X,X,X,X,X,X,79,16,5142
States,Illinois,2019,43,X,1.90258,X,X,X,X,X,X,1658,190,87145
States,Massachusetts,2019,43,X,0.989778,X,X,X,X,X,X,611,77,61731
States,New Jersey,2019,43,X,2.32372,X,X,X,X,X,X,756,41,32534
States,New York,2019,43,X,1.03963,X,X,X,X,X,X,626,138,60214
States,Texas,2019,43,X,3.23872,X,X,X,X,X,X,987,117,30475
States,Washington,2019,43,X,1.03806,X,X,X,X,X,X,222,54,21386
States,California,2019,44,X,1.86748,X,X,X,X,X,X,1016,120,54405
States,Florida,2019,44,X,2.23926,X,X,X,X,X,X,146,19,6520
States,Illinois,2019,44,X,1.8228,X,X,X,X,X,X,1523,191,83553
States,Massachusetts,2019,44,X,1.06684,X,X,X,X,X,X,648,78,60740
States,New Jersey,2019,44,X,2.62045,X,X,X,X,X,X,799,40,30491
States,New York,2019,44,X,1.23284,X,X,X,X,X,X,712,138,57753
States,Texas,2019,44,X,3.70212,X,X,X,X,X,X,1124,121,30361
States,Washington,2019,44,X,1.27472,X,X,X,X,X,X,263,54,20632
States,California,2019,45,X,2.19393,X,X,X,X,X,X,1258,124,57340
States,Florida,2019,45,X,2.90965,X,X,X,X,X,X,190,20,6530
States,Illinois,2019,45,X,1.86122,X,X,X,X,X,X,1579,190,84837
States,Massachusetts,2019,45,X,1.22268,X,X,X,X,X,X,754,78,61668
States,New Jersey,2019,45,X,2.78597,X,X,X,X,X,X,869,41,31192
States,New York,2019,45,X,1.29974,X,X,X,X,X,X,734,137,56473
States,Texas,2019,45,X,4.73487,X,X,X,X,X,X,1501,116,31701
States,Washington,2019,45,X,1.38184,X,X,X,X,X,X,245,54,17730
States,California,2019,46,X,2.44212,X,X,X,X,X,X,1481,125,60644
States,Florida,2019,46,X,2.82947,X,X,X,X,X,X,149,17,5266
States,Illinois,2019,46,X,2.00902,X,X,X,X,X,X,1649,190,82080
States,Massachusetts,2019,46,X,1.46429,X,X,X,X,X,X,868,76,59278
States,New Jersey,2019,46,X,3.17628,X,X,X,X,X,X,993,41,31263
States,New York,2019,46,X,1.37191,X,X,X,X,X,X,763,136,55616
States,Texas,2019,46,X,4.78979,X,X,X,X,X,X,1456,111,30398
States,Washington,2019,46,X,1.78561,X,X,X,X,X,X,310,54,17361
States,California,2019,47,X,2.39551,X,X,X,X,X,X,1536,122,64120
States,Florida,2019,47,X,2.66306,X,X,X,X,X,X,138,15,5182
States,Illinois,2019,47,X,2.11537,X,X,X,X,X,X,1784,188,84335
States,Massachusetts,2019,47,X,1.4374,X,X,X,X,X,X,879,76,61152
States,New Jersey,2019,47,X,2.93343,X,X,X,X,X,X,947,41,32283
States,New York,2019,47,X,1.44615,X,X,X,X,X,X,826,135,57117
States,Texas,2019,47,X,6.49962,X,X,X,X,X,X,2114,114,32525
States,Washington,2019,47,X,2.69907,X,X,X,X,X,X,602,54,22304
States,California,2019,48,X,2.74306,X,X,X,X,X,X,1205,122,43929
States,Florida,2019,48,X,3.85965,X,X,X,X,X,X,154,16,3990
States,Illinois,2019,48,X,2.55489,X,X,X,X,X,X,1984,190,77655
States,Massachusetts,2019,48,X,1.91389,X,X,X,X,X,X,961,76,50212
States,New Jersey,2019,48,X,3.9026,X,X,X,X,X,X,1154,40,29570
States,New York,2019,48,X,1.95974,X,X,X,X,X,X,991,133,50568
States,Texas,2019,48,X,7.33775,X,X,X,X,X,X,1783,117,24299
States,Washington,2019,48,X,3.56457,X,X,X,X,X,X,427,54,11979
States,California,2019,49,X,2.75482,X,X,X,X,X,X,1693,124,61456
States,Florida,2019,49,X,3.37056,X,X,X,X,X,X,169,16,5014
States,Illinois,2019,49,X,2.59479,X,X,X,X,X,X,2279,189,87830
States,Massachusetts,2019,49,X,1.88156,X,X,X,X,X,X,1086,77,57718
States,New Jersey,2019,49,X,3.79468,X,X,X,X,X,X,1225,40,32282
States,New York,2019,49,X,1.94126,X,X,X,X,X,X,1002,133,51616
States,Texas,2019,49,X,6.06795,X,X,X,X,X,X,1902,111,31345
States,Washington,2019,49,X,4.35343,X,X,X,X,X,X,980,54,22511
States,California,2019,50,X,2.76788,X,X,X,X,X,X,1678,122,60624
States,Florida,2019,50,X,4.29656,X,X,X,X,X,X,215,16,5004
States,Illinois,2019,50,X,3.17378,X,X,X,X,X,X,2582,185,81354
States,Massachusetts,2019,50,X,1.78126,X,X,X,X,X,X,1099,77,61698
States,New Jersey,2019,50,X,3.89477,X,X,X,X,X,X,1285,41,32993
States,New York,2019,50,X,2.28183,X,X,X,X,X,X,1328,136,58199
States,Texas,2019,50,X,8.66833,X,X,X,X,X,X,2124,98,24503
States,Washington,2019,50,X,5.7875,X,X,X,X,X,X,1328,54,22946
States,California,2019,51,X,3.2334,X,X,X,X,X,X,1854,124,57339
States,Florida,2019,51,X,4.61715,X,X,X,X,X,X,161,16,3487
States,Illinois,2019,51,X,3.81401,X,X,X,X,X,X,3135,188,82197
States,Massachusetts,2019,51,X,2.35203,X,X,X,X,X,X,1371,74,58290
States,New Jersey,2019,51,X,4.70145,X,X,X,X,X,X,1474,39,31352
States,New York,2019,51,X,3.35442,X,X,X,X,X,X,1898,135,56582
States,Texas,2019,51,X,11.7639,X,X,X,X,X,X,2605,93,22144
States,Washington,2019,51,X,7.00911,X,X,X,X,X,X,1516,54,21629
States,California,2019,52,X,4.69895,X,X,X,X,X,X,2040,124,43414
States,Florida,2019,52,X,6.08291,X,X,X,X,X,X,157,14,2581
States,Illinois,2019,52,X,5.82377,X,X,X,X,X,X,4725,187,81133
States,Massachusetts,2019,52,X,3.58007,X,X,X,X,X,X,1819,76,50809
States,New Jersey,2019,52,X,7.12834,X,X,X,X,X,X,2279,39,31971
States,New York,2019,52,X,5.17193,X,X,X,X,X,X,2939,135,56826
States,Texas,2019,52,X,15.2711,X,X,X,X,X,X,2349,91,15382
States,Washington,2019,52,X,8.62506,X,X,X,X,X,X,1907,46,22110
States,California,2020,1,X,4.86718,X,X,X,X,X,X,2217,126,45550
States,Florida,2020,1,X,4.43126,X,X,X,X,X,X,127,14,2866
States,Illinois,2020,1,X,5.03374,X,X,X,X,X,X,4364,190,86695
States,Massachusetts,2020,1,X,3.92322,X,X,X,X,X,X,2189,76,55796
States,New Jersey,2020,1,X,7.2033,X,X,X,X,X,X,2477,44,34387
States,New York,2020,1,X,5.23796,X,X,X,X,X,X,2976,131,56816
States,Texas,2020,1,X,11.1836,X,X,X,X,X,X,2933,114,26226
States,Washington,2020,1,X,7.13863,X,X,X,X,X,X,1449,54,20298
States,California,2020,2,X,4.15263,X,X,X,X,X,X,2601,126,62635
States,Florida,2020,2,X,3.49168,X,X,X,X,X,X,172,14,4926
States,Illinois,2020,2,X,4.3258,X,X,X,X,X,X,3672,187,84886
States,Massachusetts,2020,2,X,3.3674,X,X,X,X,X,X,2142,76,63610
States,New Jersey,2020,2,X,6.7544,X,X,X,X,X,X,2361,45,34955
States,New York,2020,2,X,3.89487,X,X,X,X,X,X,1891,131,48551
States,Texas,2020,2,X,10.007,X,X,X,X,X,X,3008,116,30059
States,Washington,2020,2,X,4.88015,X,X,X,X,X,X,1075,54,22028
States,California,2020,3,X,4.3026,X,X,X,X,X,X,2738,123,63636
States,Florida,2020,3,X,3.67937,X,X,X,X,X,X,168,14,4566
States,Illinois,2020,3,X,4.51551,X,X,X,X,X,X,3804,191,84243
States,Massachusetts,2020,3,X,4.15404,X,X,X,X,X,X,2590,77,62349
States,New Jersey,2020,3,X,7.16405,X,X,X,X,X,X,2463,46,34380
States,New York,2020,3,X,4.98993,X,X,X,X,X,X,2824,135,56594
States,Texas,2020,3,X,10.6001,X,X,X,X,X,X,3100,114,29245
States,Washington,2020,3,X,4.21964,X,X,X,X,X,X,853,53,20215
States,California,2020,4,X,4.80273,X,X,X,X,X,X,3087,126,64276
States,Florida,2020,4,X,6.24413,X,X,X,X,X,X,266,12,4260
States,Illinois,2020,4,X,5.51717,X,X,X,X,X,X,4839,192,87708
States,Massachusetts,2020,4,X,5.0205,X,X,X,X,X,X,3062,75,60990
States,New Jersey,2020,4,X,7.74843,X,X,X,X,X,X,2655,45,34265
States,New York,2020,4,X,6.29803,X,X,X,X,X,X,3688,134,58558
States,Texas,2020,4,X,10.8121,X,X,X,X,X,X,3459,114,31992
States,Washington,2020,4,X,4.41681,X,X,X,X,X,X,966,53,21871
States,California,2020,5,X,4.98209,X,X,X,X,X,X,3365,127,67542
States,Florida,2020,5,X,6.35045,X,X,X,X,X,X,324,12,5102
States,Illinois,2020,5,X,6.72126,X,X,X,X,X,X,6344,190,94387
States,Massachusetts,2020,5,X,5.54626,X,X,X,X,X,X,3746,78,67541
States,New Jersey,2020,5,X,8.00663,X,X,X,X,X,X,2898,46,36195
States,New York,2020,5,X,6.96812,X,X,X,X,X,X,4361,134,62585
States,Texas,2020,5,X,11.2149,X,X,X,X,X,X,3818,117,34044
States,Washington,2020,5,X,4.69003,X,X,X,X,X,X,1044,54,22260
States,California,2020,6,X,5.05518,X,X,X,X,X,X,3394,123,67139
States,Florida,2020,6,X,4.53406,X,X,X,X,X,X,217,13,4786
States,Illinois,2020,6,X,7.402,X,X,X,X,X,X,6839,189,92394
States,Massachusetts,2020,6,X,6.26648,X,X,X,X,X,X,4087,77,65220
States,New Jersey,2020,6,X,7.8717,X,X,X,X,X,X,2832,46,35977
States,New York,2020,6,X,7.51562,X,X,X,X,X,X,4535,135,60341
States,Texas,2020,6,X,10.7991,X,X,X,X,X,X,3100,118,28706
States,Washington,2020,6,X,4.19065,X,X,X,X,X,X,910,54,21715
States,California,2020,7,X,4.80201,X,X,X,X,X,X,2885,125,60079
States,Florida,2020,7,X,4.76903,X,X,X,X,X,X,223,13,4676
States,Illinois,2020,7,X,6.63845,X,X,X,X,X,X,5913,190,89072
States,Massachusetts,2020,7,X,5.26225,X,X,X,X,X,X,3338,76,63433
States,New Jersey,2020,7,X,6.62032,X,X,X,X,X,X,2257,46,34092
States,New York,2020,7,X,6.25291,X,X,X,X,X,X,3631,134,58069
States,Texas,2020,7,X,9.67974,X,X,X,X,X,X,3098,115,32005
States,Washington,2020,7,X,4.01499,X,X,X,X,X,X,889,54,22142
States,California,2020,8,X,4.5141,X,X,X,X,X,X,2762,128,61186
States,Florida,2020,8,X,3.59455,X,X,X,X,X,X,161,12,4479
States,Illinois,2020,8,X,6.22712,X,X,X,X,X,X,5545,185,89046
States,Massachusetts,2020,8,X,4.7437,X,X,X,X,X,X,2680,75,56496
States,New Jersey,2020,8,X,6.14703,X,X,X,X,X,X,1955,44,31804
States,New York,2020,8,X,4.85567,X,X,X,X,X,X,2577,133,53072
States,Texas,2020,8,X,8.9848,X,X,X,X,X,X,2902,116,32299
States,Washington,2020,8,X,4.01273,X,X,X,X,X,X,807,51,20111
States,California,2020,9,X,4.22932,X,X,X,X,X,X,2765,123,65377
States,Florida,2020,9,X,3.29974,X,X,X,X,X,X,167,14,5061
States,Illinois,2020,9,X,5.55436,X,X,X,X,X,X,4897,189,88165
States,Massachusetts,2020,9,X,3.6177,X,X,X,X,X,X,2262,77,62526
States,New Jersey,2020,9,X,5.20634,X,X,X,X,X,X,1741,46,33440
States,New York,2020,9,X,3.78471,X,X,X,X,X,X,1926,131,50889
States,Texas,2020,9,X,7.76767,X,X,X,X,X,X,2458,112,31644
States,Washington,2020,9,X,4.3331,X,X,X,X,X,X,947,53,21855
States,California,2020,10,X,3.99147,X,X,X,X,X,X,2395,109,60003
States,Florida,2020,10,X,4.35634,X,X,X,X,X,X,178,13,4086
States,Illinois,2020,10,X,5.51053,X,X,X,X,X,X,4936,188,89574
States,Massachusetts,2020,10,X,3.53062,X,X,X,X,X,X,2092,74,59253
States,New Jersey,2020,10,X,6.41756,X,X,X,X,X,X,2140,46,33346
States,New York,2020,10,X,3.69374,X,X,X,X,X,X,1813,133,49083
States,Texas,2020,10,X,8.06613,X,X,X,X,X,X,2415,106,29940
States,Washington,2020,10,X,6.58271,X,X,X,X,X,X,1406,55,21359
States,California,2020,11,X,4.27011,X,X,X,X,X,X,2322,104,54378
States,Florida,2020,11,X,3.57371,X,X,X,X,X,X,168,13,4701
States,Illinois,2020,11,X,6.20876,X,X,X,X,X,X,5288,184,85170
States,Massachusetts,2020,11,X,4.59862,X,X,X,X,X,X,2461,72,53516
States,New Jersey,2020,11,X,8.69234,X,X,X,X,X,X,2855,45,32845
States,New York,2020,11,X,6.12276,X,X,X,X,X,X,3200,130,52264
States,Texas,2020,11,X,6.97331,X,X,X,X,X,X,1792,109,25698
States,Washington,2020,11,X,6.53011,X,X,X,X,X,X,1272,54,19479
States,California,2020,12,X,4.92236,X,X,X,X,X,X,1474,100,29945
States,Florida,2020,12,X,3.40324,X,X,X,X,X,X,86,13,2527
States,Illinois,2020,12,X,7.09147,X,X,X,X,X,X,4682,188,66023
States,Massachusetts,2020,12,X,6.61412,X,X,X,X,X,X,2123,71,32098
States,New Jersey,2020,12,X,13.0516,X,X,X,X,X,X,3147,43,24112
States,New York,2020,12,X,7.90347,X,X,X,X,X,X,3288,131,41602
States,Texas,2020,12,X,8.17899,X,X,X,X,X,X,1921,102,23487
States,Washington,2020,12,X,6.20851,X,X,X,X,X,X,954,52,15366
States,California,2020,13,X,3.62004,X,X,X,X,X,X,1101,99,30414
States,Florida,2020,13,X,2.1374,X,X,X,X,X,X,28,11,1310
States,Illinois,2020,13,X,5.10113,X,X,X,X,X,X,2623,184,51420
States,Massachusetts,2020,13,X,5.48371,X,X,X,X,X,X,1429,68,26059
States,New Jersey,2020,13,X,16.1318,X,X,X,X,X,X,3348,36,20754
States,New York,2020,13,X,7.98081,X,X,X,X,X,X,2894,130,36262
States,Texas,2020,13,X,4.73626,X,X,X,X,X,X,730,102,15413
States,Washington,2020,13,X,3.97501,X,X,X,X,X,X,509,51,12805
States,California,2020,14,X,2.59626,X,X,X,X,X,X,739,95,28464
States,Florida,2020,14,X,1.86992,X,X,X,X,X,X,23,12,1230
States,Illinois,2020,14,X,4.01622,X,X,X,X,X,X,1704,181,42428
States,Massachusetts,2020,14,X,5.15334,X,X,X,X,X,X,1225,69,23771
States,New Jersey,2020,14,X,15.0992,X,X,X,X,X,X,2885,35,19107
States,New York,2020,14,X,7.09741,X,X,X,X,X,X,2365,130,33322
States,Texas,2020,14,X,3.40379,X,X,X,X,X,X,401,94,11781
States,Washington,2020,14,X,2.46374,X,X,X,X,X,X,282,50,11446
States,California,2020,15,X,2.07578,X,X,X,X,X,X,567,95,27315
States,Florida,2020,15,X,0.323974,X,X,X,X,X,X,3,10,926
States,Illinois,2020,15,X,2.86695,X,X,X,X,X,X,1286,184,44856
States,Massachusetts,2020,15,X,4.29839,X,X,X,X,X,X,1017,67,23660
States,New Jersey,2020,15,X,12.1513,X,X,X,X,X,X,2034,35,16739
States,New York,2020,15,X,4.76863,X,X,X,X,X,X,1452,129,30449
States,Texas,2020,15,X,2.95355,X,X,X,X,X,X,344,101,11647
States,Washington,2020,15,X,1.58293,X,X,X,X,X,X,184,50,11624
States,California,2020,16,X,1.55867,X,X,X,X,X,X,452,97,28999
States,Florida,2020,16,X,0.734523,X,X,X,X,X,X,7,11,953
States,Illinois,2020,16,X,2.39922,X,X,X,X,X,X,1076,184,44848
States,Massachusetts,2020,16,X,3.72026,X,X,X,X,X,X,874,68,23493
States,New Jersey,2020,16,X,8.08356,X,X,X,X,X,X,1246,35,15414
States,New York,2020,16,X,3.30446,X,X,X,X,X,X,946,130,28628
States,Texas,2020,16,X,2.11486,X,X,X,X,X,X,232,96,10970
States,Washington,2020,16,X,1.18205,X,X,X,X,X,X,137,48,11590
States,California,2020,17,X,1.28651,X,X,X,X,X,X,388,95,30159
States,Florida,2020,17,X,0.108108,X,X,X,X,X,X,1,10,925
States,Illinois,2020,17,X,2.02883,X,X,X,X,X,X,991,184,48846
States,Massachusetts,2020,17,X,2.90564,X,X,X,X,X,X,731,66,25158
States,New Jersey,2020,17,X,5.2673,X,X,X,X,X,X,803,34,15245
States,New York,2020,17,X,2.00144,X,X,X,X,X,X,583,129,29129
States,Texas,2020,17,X,2.01192,X,X,X,X,X,X,216,94,10736
States,Washington,2020,17,X,1.07493,X,X,X,X,X,X,138,50,12838
States,California,2020,18,X,1.25852,X,X,X,X,X,X,406,96,32260
States,Florida,2020,18,X,0.0938086,X,X,X,X,X,X,1,11,1066
States,Illinois,2020,18,X,1.77896,X,X,X,X,X,X,893,183,50198
States,Massachusetts,2020,18,X,2.41168,X,X,X,X,X,X,639,64,26496
States,New Jersey,2020,18,X,4.09246,X,X,X,X,X,X,625,34,15272
States,New York,2020,18,X,1.27955,X,X,X,X,X,X,393,130,30714
States,Texas,2020,18,X,1.50659,X,X,X,X,X,X,128,78,8496
States,Washington,2020,18,X,0.970077,X,X,X,X,X,X,130,49,13401
States,California,2020,19,X,1.11124,X,X,X,X,X,X,394,96,35456
States,Florida,2020,19,X,0.0726744,X,X,X,X,X,X,1,10,1376
States,Illinois,2020,19,X,1.45851,X,X,X,X,X,X,714,181,48954
States,Massachusetts,2020,19,X,1.92216,X,X,X,X,X,X,525,64,27313
States,New Jersey,2020,19,X,2.69263,X,X,X,X,X,X,419,33,15561
States,New York,2020,19,X,0.96626,X,X,X,X,X,X,305,127,31565
States,Texas,2020,19,X,1.24559,X,X,X,X,X,X,166,92,13327
States,Washington,2020,19,X,0.841372,X,X,X,X,X,X,116,47,13787
States,California,2020,20,X,1.13358,X,X,X,X,X,X,379,95,33434
States,Florida,2020,20,X,0.22338,X,X,X,X,X,X,3,10,1343
States,Illinois,2020,20,X,1.19327,X,X,X,X,X,X,626,182,52461
States,Massachusetts,2020,20,X,1.72892,X,X,X,X,X,X,486,64,28110
States,New Jersey,2020,20,X,2.32399,X,X,X,X,X,X,373,34,16050
States,New York,2020,20,X,0.775521,X,X,X,X,X,X,257,126,33139
States,Texas,2020,20,X,1.15489,X,X,X,X,X,X,153,92,13248
States,Washington,2020,20,X,0.620542,X,X,X,X,X,X,87,47,14020
States,California,2020,21,X,1.06059,X,X,X,X,X,X,387,93,36489
States,Florida,2020,21,X,0.989687,X,X,X,X,X,X,1568,356,158434
States,Illinois,2020,21,X,0.960461,X,X,X,X,X,X,523,177,54453
States,Massachusetts,2020,21,X,1.28201,X,X,X,X,X,X,377,62,29407
States,New Jersey,2020,21,X,1.62644,X,X,X,X,X,X,281,35,17277
States,New York,2020,21,X,0.683416,X,X,X,X,X,X,244,127,35703
States,Texas,2020,21,X,1.17085,X,X,X,X,X,X,152,88,12982
States,Washington,2020,21,X,0.573627,X,X,X,X,X,X,85,49,14818
States,California,2020,22,X,1.03612,X,X,X,X,X,X,364,91,35131
States,Florida,2020,22,X,0.954267,X,X,X,X,X,X,1547,357,162114
States,Illinois,2020,22,X,0.781639,X,X,X,X,X,X,455,178,58211
States,Massachusetts,2020,22,X,1.00017,X,X,X,X,X,X,299,60,29895
States,New Jersey,2020,22,X,1.22251,X,X,X,X,X,X,224,34,18323
States,New York,2020,22,X,0.481247,X,X,X,X,X,X,189,127,39273
States,Texas,2020,22,X,1.17903,X,X,X,X,X,X,141,82,11959
States,Washington,2020,22,X,0.628198,X,X,X,X,X,X,97,49,15441
States,California,2020,23,X,0.841184,X,X,X,X,X,X,325,94,38636
States,Florida,2020,23,X,0.945588,X,X,X,X,X,X,1575,357,166563
States,Illinois,2020,23,X,0.64515,X,X,X,X,X,X,373,176,57816
States,Massachusetts,2020,23,X,0.970753,X,X,X,X,X,X,312,60,32140
States,New Jersey,2020,23,X,1.08167,X,X,X,X,X,X,209,34,19322
States,New York,2020,23,X,0.428651,X,X,X,X,X,X,162,124,37793
States,Texas,2020,23,X,1.29584,X,X,X,X,X,X,188,84,14508
States,Washington,2020,23,X,0.575196,X,X,X,X,X,X,89,49,15473
States,California,2020,24,X,0.86893,X,X,X,X,X,X,345,90,39704
States,Florida,2020,24,X,1.16181,X,X,X,X,X,X,2090,357,179891
States,Illinois,2020,24,X,0.531636,X,X,X,X,X,X,304,175,57182
States,Massachusetts,2020,24,X,0.826081,X,X,X,X,X,X,262,61,31716
States,New Jersey,2020,24,X,0.992083,X,X,X,X,X,X,203,33,20462
States,New York,2020,24,X,0.400707,X,X,X,X,X,X,161,126,40179
States,Texas,2020,24,X,1.48445,X,X,X,X,X,X,178,72,11991
States,Washington,2020,24,X,0.571465,X,X,X,X,X,X,90,43,15749
States,California,2020,25,X,0.990463,X,X,X,X,X,X,404,84,40789
States,Florida,2020,25,X,1.86484,X,X,X,X,X,X,3552,356,190472
States,Illinois,2020,25,X,0.391549,X,X,X,X,X,X,250,176,63849
States,Massachusetts,2020,25,X,0.705581,X,X,X,X,X,X,231,58,32739
States,New Jersey,2020,25,X,1.05052,X,X,X,X,X,X,194,31,18467
States,New York,2020,25,X,0.458804,X,X,X,X,X,X,190,126,41412
States,Texas,2020,25,X,1.57013,X,X,X,X,X,X,267,81,17005
States,Washington,2020,25,X,0.447815,X,X,X,X,X,X,75,45,16748
States,California,2020,26,X,1.32841,X,X,X,X,X,X,550,86,41403
States,Florida,2020,26,X,2.60669,X,X,X,X,X,X,5689,356,218246
States,Illinois,2020,26,X,0.637468,X,X,X,X,X,X,371,174,58199
States,Massachusetts,2020,26,X,0.726951,X,X,X,X,X,X,255,59,35078
States,New Jersey,2020,26,X,1.10434,X,X,X,X,X,X,243,33,22004
States,New York,2020,26,X,0.360199,X,X,X,X,X,X,165,125,45808
